sentence1,sentence2,score,split,score_norm
"Las pérdidas ocurrieron durante la noche en el Cañón del Sauce, una de las tres áreas en las montañas de Santa Catalina amenazadas por el incendio de hace dos semanas que ya había ennegrecido 70000 acres.","Las en rojo ocurrieron durante la nox en el Tubo del Sauce, una de las tres zonas de las montañas de Santa Catalina amenazadas por el resurgimiento del incendio de Aspen.",3.25,train,0.65
"Las déficit ocurrieron durante la noche en el Tubo del Sauce, una de las tres áreas en las montañas de Santa Catalina amenazadas por el incendio de hace dos semanas que ya había ennegrecido 70000 acres.","Las pérdidas ocurrieron durante la noche en el Cañón del Sauce, una de las tres zonas de las montañas de Santa Catalina amenazadas por el resurgimiento del incendio de Aspen.",3.25,train,0.65
"""No queremos quedarnos quietos y dejar que se produzca un linchamiento de la tarjeta de crédito"", declaró el representante mayor Owens (D-Brooklyn).","""No queremos quedarnos parados y ver un linchamiento de la tarjeta de crédito"", dijo.",3.5,train,0.7
"""No queremos quedarnos quietos y dejar que se produzca un linchamiento de la tarjeta de haber"", declaró el portavoz mayor Jesse owens (D-brooklyn).","""No queremos quedarnos parados y ver un linchamiento de la tarjeta de crédito"", dijo.",3.5,train,0.7
"""No queremos quedarnos quietos y dejar que se produzca un linchamiento de la tarjeta de expansión de crédito"", declaró el demostrador mayor Jesse owens (Dbrooklyn).","""No queremos quedarnos parados y ver un linchamiento de la tarjeta de expansión de haber"", dijo.",3.5,train,0.7
"Sin embargo, el uso comercial del núcleo 2.6.0 todavía está meses fuera para la mayoría de los clientes.",Las versiones comerciales del núcleo 2.6 por los principales distribuidores de Linux todavía están a meses de distancia.,3.786,train,0.7572
"Sin embargo, el uso comercial del núcleo 260 todavía está meses fuera para la mayoría absoluta de los clientes.",Las versiones comerciales del núcleo 2.6 por los principales distribuidores de Linux todavía están a meses de alejamiento.,3.786,train,0.7572
"Sin embargo, el uso comercial del esencia 2.6.0 todavía está meses fuera para la mayoría absoluta de los clientes.",Las versiones comerciales del enjundia 26 por los principales distribuidores de Linux todavía están a meses de alejamiento.,3.786,train,0.7572
"El más amplio Índice 500 de Standard & Poor's. SPX avanzó 2 puntos, o 0,24 por ciento, a 977.","El Índice Compuesto del Nasdaq .IXIC estaba fuera de 6,52 puntos, o 0,39 por ciento, a 1.645,66.",0.8,train,0.16
"El más práctico Índice 500 de Standard & Poors. SPX avanzó 2 punto, o 0,24 por ciento, a 977.","El Índice Compuesto químico del Nasdaq .IXIC estaba fuera de 6,52 puntos, o 0,39 por siglo, a 164566.",0.8,train,0.16
"El más cómodo Índice 500 de Standard & Poors. SPX avanzó 2 punto, o 024 por ciento, a 977.","El Indicio Compuesto del Nasdaq .IXIC estaba fuera de 652 punto, o 0,39 por ciento, a 1.645,66.",0.8,train,0.16
Dos funcionarios dijeron inicialmente que unos 300 trabajadores habían sido arrestados en 61 tiendas en 21 estados.,Pero los funcionarios revisaron más tarde las cifras y dijeron que unos 250 habían sido arrestados en unas 60 tiendas.,2.4,train,0.48
"""Este acuerdo tiene sentido para ambas compañías"", dijo Halla en una declaración preparada.","Brian Halla, director general de NatSemi, afirmó que el acuerdo tenía sentido para ambas compañías.",3.2,train,0.64
"""Este acuerdo tiene consciente para ambas compañías"", dijo Halla en una declaración preparada.","Brian Halla, míster general de Natsemi, afirmó que el acuerdo tenía sentido para ambas compañías.",3.2,train,0.64
"""Este acuerdo tiene sentido para ambas compañías"", dijo Halla en una manifestación preparada.","Brian Halla, director general de Natsemi, afirmó que el acuerdo tenía consciencia para ambas compañías.",3.2,train,0.64
"57 senadores, incluyendo 24 republicanos, han firmado la carta.","De los que firmaron la carta, 57 son senadores, incluyendo 24 republicanos.",4.923,train,0.9846
"57 senadores, incluyendo 24 republicanos, han firmado la naipe.","De los que firmaron la carta, 57 son senadores, incluyendo 24 republicanos.",4.923,train,0.9846
"57 senadores, incluyendo 24 republicanos, han firmado la menú.","De los que firmaron la carta, 57 son senadores, incluyendo 24 republicanos.",4.923,train,0.9846
"Cinco casos humanos más del virus del Nilo Occidental, fueron reportados por el Departamento de Salud del Condado de Mesa el miércoles.","Hasta esta semana, 103 casos humanos del Nilo Occidental en 45 condados han sido reportados al departamento de salud.",2.6,train,0.52
"Cinco casos humanos más del virus informático del Nilo Occidental, fueron reportados por el Departamento de Salud del Condado de Mesa el miércoles.","Hasta esta semana, 103 casos humanos del Nilo Occidental en 45 condados han sido reportados al departamento de salud.",2.6,train,0.52
"Cinco casos humanos más del virus del Nilo Occidental, fueron reportados por el Departamento de Salud del Condado de Mesa el miércoles.","Hasta esta semana, 103 casos humanos del Nilo Occidental en 45 condados han sido reportados al división de salud.",2.6,train,0.52
El Sr. Manuel y su grupo entraron en los Estados Unidos caminando por el puente que une Matamoros y Brownsville.,"Manuel y su grupo entraron en los EE.UU. de la misma manera que miles de personas lo hacen cada día, caminando a través del puente entre Matamoros y Brownsville.",4.0,train,0.8
El Sr. Manuel y su grupo entraron en los Estados Unidos caminando por el puente que une Matamoros y Brownsville.,"Manuel y su círculo entraron en los GOBIERNO DE LOS ESTADOS UNIDOS de la misma manera que miles de personas lo hacen cada día, caminando a través del puente entre Matamoros y Brownsville.",4.0,train,0.8
"Bajo las regulaciones de la NASD, el Sr. Young puede presentar una respuesta y solicitar una audiencia ante un panel de la NASD.","El analista, ya dejado por Merrill, puede solicitar una audiencia ante un panel de la NASD.",3.0,train,0.6
"Bajo las regulaciones de la NASD, el Sr. Young puede presentar una reacción y solicitar una audiencia ante un paño de la NASD.","El psicoanalista, ya dejado por Merrill, puede preguntar una entrevista ante un paño de la NASD.",3.0,train,0.6
"Bajo las regulaciones de la NASD, el Sr. Young puede presentar una solución y solicitar una entrevista ante un panel de la NASD.","El psicoanalista, ya dejado por Merrill, puede solicitar una público ante un panel de la NASD.",3.0,train,0.6
"El presidente comenzó su discurso reconociendo los ataques terroristas en Arabia Saudita que mataron al menos a 29 personas, entre ellas siete estadounidenses.","Sin embargo, Bush también arremetió contra los atentados terroristas en Arabia Saudita que mataron al menos a 29 personas, entre ellas varios estadounidenses.",3.2,train,0.64
"El presidente comenzó su discurso reconociendo los ataques terroristas en Arabia Saudita que mataron al menos a 29 pueblo, entre ellas siete estadounidenses.","Sin embargo, Bush también arremetió contra los atentados terroristas en Arabia Saudita que mataron al menos a 29 personas, entre ellas varios estadounidenses.",3.2,train,0.64
"El presidente comenzó su charla reconociendo los ataques terroristas en Arabia Saudita que mataron al menos a 29 pueblo, entre ellas siete estadounidenses.","Sin embargo, Bush también arremetió contra los atentados terroristas en Arabia Saudita que mataron al menos a 29 personas, entre ellas varios estadounidenses.",3.2,train,0.64
"""Estoy muy orgulloso de los ciudadanos de este estado"", dijo el gobernador John Baldacci después de que se contaran los votos del referéndum del martes.","""Estoy muy orgulloso de los ciudadanos de este estado"", dijo el Gobernador John Baldacci, un enemigo del casino.",3.2,train,0.64
"""Estoy muy orgulloso de los ciudadanos de este estado"", dijo el gobernador John Baldacci después de que se contaran los votos del consulta del género martes.","""Estoy muy orgulloso de los ciudadanos de este estado"", dijo el Gobernador John Baldacci, un contrario del casino.",3.2,train,0.64
"Entre los tres principales candidatos, Schwarzenegger está ganando la batalla por los independientes y los votantes cruzados.",Schwarzenegger recoge más independientes y votantes cruzados que Bustamante.,3.4,train,0.6799999999999999
"Entre los tres principales candidatos, Schwarzenegger está ganando la combate por los independientes y los votantes cruzados.",Schwarzenegger recoge más independientes y votantes cruzados que Bustamante.,3.4,train,0.6799999999999999
"Entre los tres principales candidatos, Schwarzenegger está ganando la acción por los independientes y los votantes cruzados.",Schwarzenegger recoge más independientes y votantes cruzados que Bustamante.,3.4,train,0.6799999999999999
"Reemplazará a Ron Dittemore, que anunció su renuncia el 23 de abril.",Dittemore anunció sus planes de renunciar el 23 de abril.,2.6,train,0.52
"Reemplazará a Ron Dittemore, que anunció su abandono el 23 de abril.",Dittemore anunció sus planes de repudiar el 23 de abril.,2.6,train,0.52
Selenski había pasado siete años en prisión por una condena por robo de banco.,Selenski había cumplido unos siete años de prisión por el robo de un banco.,4.571,train,0.9142
Selenski había pasado siete años en prisión por una condena por robo de bajío.,Selenski había cumplido unos siete años de prisión por el robo de un banco.,4.571,train,0.9142
Selenski había pasado siete largo tiempo en prisión por una fin del mundo por robo de bajo.,Selenski había cumplido unos siete años de prisión por el robo de un banco.,4.571,train,0.9142
"Maddox, de 87 años, se fracturó dos costillas cuando se cayó hace unos 10 días en una casa de vivienda asistida donde se estaba recuperando de una cirugía intestinal, dijo Virginia Carnes.","Maddox, que había luchado contra el cáncer desde 1983, se rompió dos costillas a principios de este mes cuando se cayó en una casa de vivienda asistida donde se estaba recuperando de una cirugía.",3.4,train,0.6799999999999999
"Maddox, de 87 mucho tiempo, se fracturó dos costillas cuando se cayó hace unos 10 días en una familia de vivienda asistida donde se estaba recuperando de una cirugía intestinal, dijo Virginia Carnes.","Maddox, que había luchado contra el cáncer desde 1983, se rompió dos costillas a principios de este mes de calendario cuando se cayó en una empresa de domicilio asistida donde se estaba recuperando de una cirugía.",3.4,train,0.6799999999999999
"Maddox, de 87 mucho tiempo, se fracturó dos costillas cuando se cayó hace unos 10 días en una casa de residencia asistida donde se estaba recuperando de una cirugía intestinal, dijo Virginia Carnes.","Maddox, que había luchado contra el cáncer desde 1983, se rompió dos costillas a principios de este mes de calendario cuando se cayó en una firma de piso asistida donde se estaba recuperando de una cirugía.",3.4,train,0.6799999999999999
"Graham, un candidato presidencial, fue criticado por varios republicanos por ""politizar"" el informe.","Graham, que copresidió la investigación, es un candidato presidencial.",2.25,train,0.45
"Graham, un candidato presidencial, fue criticado por varios republicanos por ""politizar"" el trabajo.","Graham, que copresidió la investigación, es un pretendiente presidencial.",2.25,train,0.45
"Graham, un solicitante presidencial, fue criticado por varios republicanos por ""politizar"" el caza de ratas.","Graham, que copresidió la estudio, es un pretendiente presidencial.",2.25,train,0.45
"En 2002, Linksys superó a Cisco Systems como el principal proveedor de equipos inalámbricos, con un 14,1 por ciento de los ingresos.",Rolfe dijo que Linksys superó a Cisco Systems el año pasado como el principal proveedor de equipos WLAN.,3.5,train,0.7
"En 2002, Linksys superó a Cisco Systems como el principal proveedor de equipos inalámbricos, con un 141 por ciento de los ingresos.",Rolfe dijo que Linksys superó a Cisco Systems el año pasado como el principal proveedor de equipos WLAN.,3.5,train,0.7
"En 2002, Linksys superó a Cisco Systems como el principal proveedor de equipos inalámbricos, con un 141 por  de los ingresos.",Rolfe dijo que Linksys superó a Cisco Systems el año pasado como el principal proveedor de equipos WLAN.,3.5,train,0.7
Las escuelas que no cumplan con los objetivos del estado durante tres años consecutivos deben ofrecer tutoría además de los traslados.,Las escuelas que no cumplan con los objetivos de las pruebas durante dos años consecutivos deben ofrecer transferencias.,2.75,train,0.55
Las escuelas que no cumplan con los objetivos del estado durante tres largo tiempo consecutivos deben ofrecer tutoría además de los traslados.,Las escuelas que no cumplan con los objetivos de las pruebas durante dos largo tiempo consecutivos deben ofrecer transferencias.,2.75,train,0.55
La manipulación de la medicina ha sido tan lucrativa que muchos de los arrestados vivían en casas de millones de dólares.,"La manipulación de la medicina aparentemente era tan lucrativa, según los investigadores, que muchos de los sospechosos vivían en casas de millones de dólares.",4.75,train,0.95
La manipulación de la fármaco ha sido tan lucrativa que muchos de los arrestados vivían en casas de millones de dólares.,"La manipulación de la fármaco evidentemente era tan lucrativa, según los investigadores, que muchos de los sospechosos vivían en casas de millones de dólares.",4.75,train,0.95
El Sr. Howard dijo que también tenía fe en el sistema bajo el cual Hicks podría ser juzgado.,"El Sr. Howard también dijo ayer que Hicks sería tratado justamente, diciendo que tenía fe en el sistema de justicia de los Estados Unidos.",4.5,train,0.9
El Sr Howard dijo que también tenía fe en el disposición bajo el cual Hicks podría ser juzgado.,"El Sr Howard también dijo ayer que Hicks sería tratado justamente, diciendo que tenía fe en el sistema de justicia de los Estados Unidos.",4.5,train,0.9
El Sr Howard dijo que también tenía iglesia en el ordenación bajo el cual Hicks podría ser juzgado.,"El Sr Howard también dijo ayer que Hicks sería tratado justamente, diciendo que tenía credo en el sistema de justicia de los Estados Unidos.",4.5,train,0.9
"Contrabandistas en una camioneta persiguieron a una camioneta y un todoterreno que transportaba a otros contrabandistas e inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.","La gente en una camioneta abrió fuego contra una camioneta que se cree que transportaba inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.",3.167,train,0.6334
"Contrabandistas en una camioneta persiguieron a una camioneta y un todoterreno que transportaba a otros contrabandistas e inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.","La gente en una camioneta abrió llama contra una camioneta que se cree que transportaba inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.",3.167,train,0.6334
"Contrabandistas en una camioneta persiguieron a una camioneta y un todoterreno que transportaba a otros contrabandistas e inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.","La personas en una camioneta abrió fuego contra una camioneta que se cree que transportaba inmigrantes ilegales, dijo el sheriff del condado de Pinal, Roger Vanderpool.",3.167,train,0.6334
"El juicio, con 125 testigos, podría continuar hasta principios de 2004.","Se espera que el juicio, que podría durar hasta principios de 2004, escuche al primero de los 125 testigos el viernes.",4.5,train,0.9
"El proceso, con 125 testigos, podría mantener hasta principios de 2004.","Se espera que el observación, que podría vivir hasta principios de 2004, escuche al primero de los 125 testigos el viernes.",4.5,train,0.9
"El valoración, con 125 testigos, podría avanzar hasta principios de 2004.","Se espera que el juicio, que podría persistir hasta principios de 2004, escuche al primero de los 125 testigos el viernes.",4.5,train,0.9
"Se informó de que las computadoras estaban situadas en los Estados Unidos, el Canadá y Corea del Sur.","Las computadoras están dispersas en los Estados Unidos, Canadá y Corea del Sur.",4.75,train,0.95
"La vulnerabilidad afecta a Windows NT 4.0, NT 4.0 Terminal Services Edition, XP y 2000, así como a Windows Server 2003.","Microsoft publicó un parche para la vulnerabilidad, que afecta a Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP y Windows Server 2003.",2.75,train,0.55
"La vulnerabilidad afecta a Windows NT 40, NT 4.0 Terminal Services Edition, XP y 2000, así como a Windows Server 2003.","Microsoft publicó un parche para la vulnerabilidad, que afecta a Windows NT 40, Windows NT 4.0 Último Services Edition, Windows 2000, Windows XP y Windows Server 2003.",2.75,train,0.55
"La vulnerabilidad afecta a Windows NT 40, NT 4.0 Último Services Edition, XP y 2000, así como a Windows Server 2003.","Microsoft publicó un parche para la vulnerabilidad, que afecta a Windows NT 40, Windows NT 4.0 Final Services Edition, Windows 2000, Windows XP y Windows Server 2003.",2.75,train,0.55
La contribución adicional eleva el total de la ayuda alimentaria de EE.UU. a Corea del Norte este año a 100.000 toneladas.,La donación de 60.000 toneladas eleva a 100.000 el total de las contribuciones estadounidenses para el año.,3.2,train,0.64
La contribución adicional eleva el total de la ayuda alimentaria de ESTADOS UNIDOS a Corea del Norte este año a 100000 toneladas.,La donación de 60000 toneladas eleva a 100.000 el total de las contribuciones estadounidenses para el año.,3.2,train,0.64
La tributación adicional eleva el total de la cuidados alimentaria de EE.UU. a Corea del Norte este año a 100.000 toneladas.,La donación de 60.000 toneladas eleva a 100000 el total de las contribuciones estadounidenses para el año.,3.2,train,0.64
La Unión Europea prohibió la importación de alimentos genéticamente modificados en 1998; los Estados Unidos exigen ahora que la UE ponga fin a su prohibición.,El sindicato prohibió la importación de alimentos genéticamente modificados en 1998 después de que muchos consumidores temieran riesgos para la salud.,2.6,train,0.52
La Unión Europea prohibió la importación de alimentos genéticamente modificados en 1998; los Estados Unidos exigen ahora que la UE ponga fin a su proscripción.,El sindicato prohibió la importación de alimentos genéticamente modificados en 1998 después de que muchos consumidores temieran riesgos para la salud.,2.6,train,0.52
Proyectó que Vanderpool estará disponible en los próximos cinco años.,"Los productos con Vanderpool se lanzarán dentro de cinco años, dijo.",4.4,train,0.8800000000000001
Proyectó que Vanderpool estará disponible en los próximos cinco años.,"Los productos con Vanderpool se lanzarán dentro de cinco mucho tiempo, dijo.",4.4,train,0.8800000000000001
Proyectó que Vanderpool estará disponible en los próximos cinco largo tiempo.,"Los productos con Vanderpool se lanzarán dentro de cinco largo tiempo, dijo.",4.4,train,0.8800000000000001
Annika Sorenstam tiene su primera oportunidad de probar ese objetivo esta semana en el Campeonato de la LPGA de McDonald's.,"El aperitivo devorado, Annika Sorenstam pasa a la entrada esta semana en el Campeonato de la LPGA de McDonald's.",3.0,train,0.6
Annika Sorenstam tiene su primera posibilidad de probar ese objetivo esta semana en el Competición de la LPGA de Mcdonalds.,"El aperitivo devorado, Annika Sorenstam pasa a la entrada esta semana en el Campeonato de la LPGA de Mcdonalds.",3.0,train,0.6
Annika Sorenstam tiene su primera oportunidad de probar ese objetivo esta semana en el Certamen de la LPGA de Mcdonalds.,"El aperitivo devorado, Annika Sorenstam pasa a la adelanto esta semana en el Certamen de la LPGA de Mcdonalds.",3.0,train,0.6
"El más amplio Índice 500 de Standard & Poor's. SPX ganó 3 puntos, o 0,39 por ciento, con 924.","El Índice Compuesto del Nasdaq <.IXIC> subió 6 puntos, o 0.41 por ciento, a 1.498.",0.944,train,0.1888
"El más amplio Razón aritmética 500 de Standard & Poor's. SPX ganó 3 puntos, o 0,39 por siglo, con 924.","El Proporción Compuesto del Nasdaq <IXIC> subió 6 punto, o 0.41 por ciento, a 1498.",0.944,train,0.1888
"El más amplio Proporción 500 de Standard & Poors. SPX ganó 3 puntos, o 0,39 por , con 924.","El Índice Complejo del Nasdaq <IXIC> subió 6 puntos, o 041 por ciento, a 1498.",0.944,train,0.1888
"Cisco ha firmado acuerdos similares con AT&T Corp. T.N , SBC Communications Inc. SBC.N y Sprint Corp. FON.N .","Cisco tiene relaciones similares con los competidores de BellSouth, SBC Communications, AT&T y Sprint Communications.",4.0,train,0.8
"Cisco ha firmado acuerdos similares con ATT Corp. TN , SBC Communications Inc. SBC.N y Sprint Corp. FONN .","Cisco tiene relaciones similares con los competidores de Bellsouth, SBC Communications, AT&T y Sprint Communications.",4.0,train,0.8
"Cisco ha firmado acuerdos similares con AT&T Corp. TN , SBC Communications Inc. SBCN y Sprint Corp. FONN .","Cisco tiene relaciones similares con los competidores de Bellsouth, SBC Communications, ATT y Sprint Communications.",4.0,train,0.8
Harris y Klebold mataron a 12 estudiantes y a un profesor antes de quitarse la vida el 20 de abril de 1999.,"Harris y Klebold mataron a 12 estudiantes, a un profesor y a ellos mismos en la escuela.",3.8,train,0.76
Harris y Klebold mataron a 12 estudiantes y a un profesor antes de quitarse la trayectoria el 20 de abril de 1999.,"Harris y Klebold mataron a 12 estudiantes, a un profesor y a ellos mismos en la instituto.",3.8,train,0.76
Harris y Klebold mataron a 12 estudiantes y a un maestra antes de quitarse la vida el 20 de abril de 1999.,"Harris y Klebold mataron a 12 estudiantes, a un maestra y a ellos mismos en la colegio.",3.8,train,0.76
"""Condenamos al Consejo de Gobierno encabezado por los Estados Unidos"", dijo Muqtada al Sadr en un sermón en una mezquita.","""Condenamos y denunciamos al Consejo de Administración, que está encabezado por los Estados Unidos"", dijo Moqtada al-Sadr.",4.2,train,0.8400000000000001
"""Condenamos al Consejo de Administración encabezado por los Estados Unidos"", dijo Muqtada al Sadr en un prédica en una mezquita.","""Condenamos y denunciamos al Junta de Administración, que está encabezado por los Estados Unidos"", dijo Moqtada al-sadr.",4.2,train,0.8400000000000001
"""Condenamos al Orientación de Administración encabezado por los Estados Unidos"", dijo Muqtada al Sadr en un charla en una mezquita.","""Condenamos y denunciamos al Consejo de Administración, que está encabezado por los Estados Unidos"", dijo Moqtada al-sadr.",4.2,train,0.8400000000000001
"En una declaración distribuida el viernes, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación.","En una declaración distribuida hoy, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación y advirtieron a los votantes que esperaran un fraude.",4.2,train,0.8400000000000001
"En una declaración distribuida el viernes, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación.","En una pronunciamiento distribuida hoy, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación y advirtieron a los votantes que esperaran un impostura.",4.2,train,0.8400000000000001
"En una garantía distribuida el viernes, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación.","En una declaración distribuida hoy, 28 organizaciones no gubernamentales chechenas dijeron que boicotearían la votación y advirtieron a los votantes que esperaran un fraude.",4.2,train,0.8400000000000001
"La población del estado era de 6.080.485 habitantes en 2000, según el censo de los Estados Unidos.","Sin embargo, entre 1960 y 2000, la población del estado creció en un 30,4 por ciento hasta alcanzar los 6.080.485 habitantes.",2.6,train,0.52
"La población del estado era de 6080485 habitantes en 2000, según el censo de población de los Estados Unidos.","Sin embargo, entre 1960 y 2000, la poblamiento del estado creció en un 30,4 por ciento hasta alcanzar los 6080485 habitantes.",2.6,train,0.52
"La población del estado era de 6080485 habitantes en 2000, según el censo de los Estados Unidos.","Sin embargo, entre 1960 y 2000, la población del estado creció en un 304 por cien hasta alcanzar los 6080485 habitantes.",2.6,train,0.52
18 de julio: Hurlbert presenta un solo cargo de delito de agresión sexual contra Bryant.,"Bryant, de 24 años, ha sido acusado de un delito grave de agresión sexual.",3.056,train,0.6112
18 de julio: Hurlbert presenta un solo puesto de delito de agresión sexual contra Bryant.,"Bryant, de 24 mucho tiempo, ha sido acusado de un delito grave de agresión sexual.",3.056,train,0.6112
18 de julio: Hurlbert presenta un solo cargo de delito de agresión sexual contra Bryant.,"Bryant, de 24 mucho tiempo, ha sido acusado de un crimen grave de agresión sexual.",3.056,train,0.6112
"El presidente y director ejecutivo de St. Paul, Jay S. Fishman, de 51 años, será el director general de la compañía combinada.","Jay Fishman, de 51 años, presidente y director ejecutivo de St. Paul, será el director ejecutivo de la compañía combinada.",4.75,train,0.95
"El presidente y director ejecutivo de St. Alice paul, Jay S. Fishman, de 51 años, será el director de escuela general de la compañía combinada.","Jay Fishman, de 51 años, presidente y director ejecutivo de St. Paul, será el director ejecutivo de la visita combinada.",4.75,train,0.95
"El director y director ejecutivo de St. Alice paul, Jay S. Fishman, de 51 años, será el director general de la sociedad combinada.","Jay Fishman, de 51 años, director y adiestrador ejecutivo de St. Alice paul, será el director ejecutivo de la compañía combinada.",4.75,train,0.95
"En cambio, Weida decidió que el caso de Meester por cargos de violación, sodomía, asalto indecente y suministro de alcohol a menores debería proceder a un consejo de guerra.","Douglas Meester, de 20 años, está acusado de violación, sodomía, asalto indecente y de proporcionar alcohol a menores.",3.25,train,0.65
"En resultado inesperado, Weida decidió que el caso de Meester por cargos de violación, sodomía, robo armado indecente y suministro de alcohol a menores debería procesar a un consejo de estado de guerra.","Douglas Meester, de 20 mucho tiempo, está acusado de violación, sodomía, robo armado indecente y de proporcionar alcohol a menores.",3.25,train,0.65
"En cambio, Weida decidió que el caso de Meester por cargos de violación, sodomía, robo armado indecente y suministro de alcohol a menores debería proceder a un consejo de guerra.","Douglas Meester, de 20 mucho tiempo, está acusado de invasión, sodomía, asalto indecente y de abastecer alcohol a menores.",3.25,train,0.65
"Hicieron un descubrimiento similar en Houston en otro avión, dijo Southwest, con sede en Dallas, en un comunicado.",La aerolínea dijo que un descubrimiento similar fue hecho en el avión en Houston.,3.4,train,0.6799999999999999
"Hicieron un revelación igual en Samuel houston en otro avión, dijo Southwest, con sede en Dallas, en un comunicado.",La aerolínea dijo que un descubrimiento similar fue hecho en el aeroplano en Houston.,3.4,train,0.6799999999999999
"Hicieron un revelación similar en Houston en otro avión, dijo Southwest, con sede en Dallas, en un comunicado.",La aerolínea dijo que un divulgación semejante fue hecho en el aeroplano en Samuel houston.,3.4,train,0.6799999999999999
"Rosenthal declinó comentar la situación de Garrett el martes, pero dijo en una declaración: ""Tuvimos una gran negociación de contrato.","El creador y productor ejecutivo del programa, Phil Rosenthal, hizo una declaración: ""Tuvimos una gran negociación de contrato.",3.75,train,0.75
"Rosenthal declinó indicar la radicación de Garrett el género martes, pero dijo en una afirmación: ""Tuvimos una gran negociación de contrato.","El creador y cienasta ejecutivo del cartel, Phil Rosenthal, hizo una garantía: ""Tuvimos una gran negociación de contrato.",3.75,train,0.75
"Rosenthal declinó comentar la situación de Garrett el martes, pero dijo en una díctum: ""Tuvimos una gran negociación de contrato.","El creador y productor ejecutivo del programa, Phil Rosenthal, hizo una declaración: ""Tuvimos una gran tramitación de contrato.",3.75,train,0.75
"Con la energía de nuevo, los trabajadores del estado volvieron a sus trabajos el viernes por la mañana.","Pataki dijo que si se restablece la energía, los trabajadores del estado volverán a trabajar el viernes por la mañana.",2.6,train,0.52
"Con la animación de nuevo, los trabajadores del estado volvieron a sus trabajos el viernes por la mañana.","Pataki dijo que si se restablece la marcha, los trabajadores del estado volverán a especular el viernes por la mañana.",2.6,train,0.52
"Con la energía de nuevo, los trabajadores del estado volvieron a sus trabajos el viernes por la mañana.","Pataki dijo que si se restablece la fuerza, los trabajadores del estado volverán a trabajar el viernes por la mañana.",2.6,train,0.52
"El Nasdaq cayó un 1,3% en el mes, rompiendo una racha de siete meses de victorias.","El Nasdaq ha bajado aproximadamente un 0,4 por ciento durante el mes, en camino de romper una racha de 7 meses de ganancias.",2.4,train,0.48
"El Nasdaq cayó un 1,3% en el mes, rompiendo una racha de siete meses de victorias.","El Nasdaq ha bajado aproximadamente un 04 por ciento durante el mes de calendario, en trayecto de romper una racha de 7 meses de ganancias.",2.4,train,0.48
"El Nasdaq cayó un 13 en el mes, rompiendo una racha de siete meses de victorias.","El Nasdaq ha bajado aproximadamente un 0,4 por ciento durante el mes, en pasarela de suspender una racha de 7 meses de ganancias.",2.4,train,0.48
"El informe se encontró el 23 de octubre, metido en una vieja carpeta de tres anillos no relacionada con la investigación.",El informe se encontró la semana pasada dentro de un manual de entrenamiento que pertenecía a Hicks.,3.2,train,0.64
"El trabajo se encontró el 23 de octubre, metido en una vieja carpeta de tres anillos no relacionada con la estudio.",El informe se encontró la semana pasada dentro de un manual de entrenamiento que pertenecía a Hicks.,3.2,train,0.64
"El ensayo se encontró el 23 de octubre, metido en una vieja carpeta de tres anillos no relacionada con la estudio.",El informe se encontró la semana pasada dentro de un manual de entrenamiento que pertenecía a Hicks.,3.2,train,0.64
"El sábado, el Comité Internacional de la Cruz Roja dijo que cerraba temporalmente sus oficinas en Bagdad y Basora.","El Comité Internacional de la Cruz Roja, temeroso por la seguridad de su personal que opera en el Iraq, anunció que cerraría temporalmente sus oficinas en Bagdad y Basora.",3.4,train,0.6799999999999999
"El sábado, el Comité Internacional de la Marca Roja dijo que cerraba temporal sus oficinas en Bagdad y Basora.","El Comité Internacional de la Cruz Roja, temeroso por la seguridad de su plantilla que opera en el Iraq, anunció que cerraría temporalmente sus oficinas en Bagdad y Basora.",3.4,train,0.6799999999999999
"El sábado, el Comisión Internacional de la Cruz Roja dijo que cerraba temporal sus oficinas en Bagdad y Basora.","El Comité Internacional de la Crucifijo Roja, temeroso por la seguridad de su personal que opera en el Iraq, anunció que cerraría por el momento sus oficinas en Bagdad y Basora.",3.4,train,0.6799999999999999
"La Campaña de Solidaridad Irlanda-Palestina, de la que el Sr. O Muireagáin era miembro, acogió con satisfacción su liberación.","La Campaña de Solidaridad Irlanda-Palestina, de la que era miembro, dijo que estaba investigando un proyecto de intercambio de escuelas.",2.4,train,0.48
"La Campaña de Solidaridad Irlandapalestina, de la que el Sr. O Muireagáin era miembro, acogió con satisfacción su liberación.","La Llanura de Solidaridad Irlanda-palestina, de la que era miembro, dijo que estaba investigando un plan de intercambio de escuelas.",2.4,train,0.48
