sentence1,sentence2,score,split,score_norm
la compañía francesa de marcha y transferencia alstom podría subscribir un contrato para construir un contacto ferroviario de alta razón focal entre pekín y shanghai.,Alstom podría subscribir un contrato para construir un enlace ferroviario de alta rapidez entre Pekín y Shanghai.,4.0,train,0.8
ninguna otra droga se ha convertido en tan integral en décadas.,la droga ha existido en otras formas durante años.,2.0,train,0.4
ninguna otra fármaco se ha convertido en tan integral en décadas.,la fármaco ha existido en otras formas durante años.,2.0,train,0.4
el organismo internacional de energía atómica llegó a un acuerdo con los funcionarios iraníes en el que se afirmaba que no había cuestiones pendientes ni ambigüedades en relación con el programa y las actividades nucleares de Irán.,el acuerdo decía que no quedaban cuestiones y ambigüedades en relación con el programa y las actividades nucleares de Irán.,3.4,train,0.6799999999999999
el ser vivo internacional de energía atómica llegó a un acuerdo con los funcionarios iraníes en el que se afirmaba que no había cuestiones pendientes ni ambigüedades en relación con el programa y las actividades nucleares de Irán.,el acuerdo decía que no quedaban cuestiones y ambigedades en relación con el programa y las actividades nucleares de Irán.,3.4,train,0.6799999999999999
el organismo internacional de intensidad atómica llegó a un acuerdo con los funcionarios iraníes en el que se afirmaba que no había cuestiones pendientes ni ambigüedades en proporción con el plan y las actividades nucleares de Irán.,el acuerdo decía que no quedaban cuestiones y ambigüedades en contacto con el programa y las actividades nucleares de Irán.,3.4,train,0.6799999999999999
"la policía de pekín detiene a más de 20 personas, entre ellas 8 extranjeros, bajo sospecha de consumo y tráfico de drogas en 2 pubs de una zona popular del centro de la ciudad.",la policía de Pekín detuvo a más de 20 personas sospechosas de consumir y traficar con drogas en dos bares del centro.,3.8,train,0.76
"la guardia de pekín detiene a más de 20 personas, entre ellas 8 extranjeros, bajo desconfianza de consumo y tránsito de drogas en 2 pubs de una área popular del centro de la pueblo.",la policía de Pekín detuvo a más de 20 personas sospechosas de consumir y traficar con drogas en dos bares del punto medio.,3.8,train,0.76
"la policía de pekín detiene a más de 20 personas, entre ellas 8 extranjeros, bajo sospecha de ingestión y tránsito de drogas en 2 pubs de una área popular del centro de la pueblo.",la policía de Pekín detuvo a más de 20 gente sospechosas de ingerir y traficar con drogas en dos bares del corazón.,3.8,train,0.76
"Rusia ratificó el tratado actualizado en 2004, pero los Estados Unidos y otros miembros de la OTAN se han negado a hacerlo argumentando que Moscú debe cumplir primero con la obligación de retirar las fuerzas de Georgia y de la región separatista de Moldavia del Transdniéster.","Rusia ha ratificado la versión enmendada, pero los Estados Unidos y otros miembros de la OTAN se han negado a hacerlo hasta que el gobierno ruso retire sus tropas de las antiguas repúblicas soviéticas de Moldova y Georgia.",4.2,train,0.8400000000000001
"Rusia ratificó el tratado actualizado en 2004, pero los Estados Unidos y otros miembros de la OTAN se han negado a hacerlo argumentando que Moscú debe cumplir primero con la bono de retirar las fuerzas de Georgia y de la región separatista de Moldavia del Transdniéster.","Rusia ha ratificado la versión enmendada, pero los Estados Unidos y otros miembros de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE se han negado a hacerlo hasta que el autoridad ruso retire sus personal militar de las antiguas repúblicas soviéticas de Moldova y Georgia.",4.2,train,0.8400000000000001
"Rusia ratificó el tratado internacional actualizado en 2004, pero los Estados Unidos y otros miembros de la OTAN se han negado a hacerlo argumentando que Moscú debe cumplir primero con la título de crédito de echar las fuerzas de Georgia y de la área separatista de Moldavia del Transdniéster.","Rusia ha ratificado la interpretación enmendada, pero los Estados Unidos y otros miembros de la ORGANIZACIÓN DEL TRATADO DEL ATLÁNTICO NORTE se han negado a hacerlo hasta que el gobierno ruso retire sus tropas de las antiguas repúblicas soviéticas de Moldova y Georgia.",4.2,train,0.8400000000000001
hay opiniones contradictorias en cuanto al alcance de los daños sufridos por la insurgencia.,La violencia continúa a pesar de las opiniones contradictorias sobre la magnitud de los daños sufridos por los grupos rebeldes.,3.2,train,0.64
hay opiniones contradictorias en cuanto al alcance de los compensación sufridos por la insurgencia.,La agresividad continúa a pesar de las opiniones contradictorias sobre la magnitud de los compensación sufridos por los grupos rebeldes.,3.2,train,0.64
hay opiniones contradictorias en cuanto al disposición de los daños sufridos por la insurgencia.,La agresividad continúa a pesar de las opiniones contradictorias sobre la magnitud de los indemnificaciones sufridos por los grupos rebeldes.,3.2,train,0.64
La provincia de Helmand es la mayor región productora de opio del mundo.,La provincia de Helmand es el mayor productor de opio del mundo.,5.0,train,1.0
La territorio de Helmand es la mayor parte productora de opio del mundo.,La dominio de Helmand es el mayor productor de opio del universo.,5.0,train,1.0
La territorio de Helmand es la mayor región productora de opio del mundo.,La territorio de Helmand es el mayor cienasta de opio del mundo.,5.0,train,1.0
La policía declaró que Tsai Wen-huang sería extraditado a Taiwán.,la policía declaró que... Chung ha estado huyendo.,1.8,train,0.36
La policía declaró que Tsai Wenhuang sería extraditado a Taiwán.,la guardia declaró que... Chung ha estado huyendo.,1.8,train,0.36
La policía declaró que Tsai Wenhuang sería extraditado a Taiwán.,la policía declaró que... Chung ha estado huyendo.,1.8,train,0.36
2 de los individuos arrestados fueron liberados.,2 de los zambianos arrestados son menores.,1.6,train,0.32
el presidente mexicano felipe calderón ha enviado 2800 agentes especiales y soldados a sinaloa debido al alto grado de crimen organizado y tráfico de drogas.,El presidente mexicano Felipe Calderón ha enviado 2800 agentes especiales y soldados a Sinaloa para luchar contra el narcotráfico.,4.6,train,0.92
el director mexicano felipe calderón ha enviado 2800 agentes especiales y tropa a sinaloa debido al alto grado de crimen organizado y venta de drogas.,El presidente mexicano Felipe Calderón ha enviado 2800 agentes especiales y tropas a Sinaloa para chocar contra el narcotráfico.,4.6,train,0.92
el presidente mexicano felipe calderón ha enviado 2800 agentes especiales y militares a sinaloa debido al fuerte buena disposición de crimen organizado y tráfico de drogas.,El director mexicano Felipe Calderón ha enviado 2800 agentes especiales y militares a Sinaloa para luchar contra el narcotráfico.,4.6,train,0.92
berlín acogerá en octubre reuniones de alto nivel para salvar las principales fuerzas convencionales del tratado europeo de control de armas en europa (cfe),Rusia suspendió su participación en un importante tratado europeo de control de armas que rige el despliegue de tropas en Europa.,1.8,train,0.36
berlín acogerá en octubre reuniones de alto nivel para librar las principales fuerzas convencionales del acuerdo europeo de moderación de armas en europa (cfe),Rusia suspendió su participación en un importante tratado internacional europeo de control de armas que rige el muestra de tropas en Europa.,1.8,train,0.36
berlín acogerá en octubre reuniones de fuerte nivel para salvar las principales fuerzas convencionales del tratado internacional europeo de control de armas en europa (cfe),Rusia suspendió su participación en un importante tratado internacional europeo de dominio de armas que rige el despliegue de tropas en Europa.,1.8,train,0.36
la reunión de la osce duró dos días.,la reunión de la osce se celebró en madrid.,1.8,train,0.36
la reunión grupal de la osce duró dos días.,la reunión de la osce se celebró en madrid.,1.8,train,0.36
la encuentro de la osce duró dos días.,la concurrencia de la osce se celebró en madrid.,1.8,train,0.36
el tratado cfe fue firmado en 1990.,el tratado cfe fue establecido en 1990.,4.8,train,0.96
el convenio cfe fue firmado en 1990.,el convenio cfe fue establecido en 1990.,4.8,train,0.96
Irán insiste en que el programa está dirigido únicamente a objetivos pacíficos como la generación de,Irán insiste en que su programa nuclear es para fines pacíficos,4.4,train,0.8800000000000001
Irán insiste en que el emisión está dirigido únicamente a objetivos pacíficos como la generación de,Irán insiste en que su currículo atómico es para fines pacíficos,4.4,train,0.8800000000000001
Irán insiste en que el cartel está dirigido únicamente a objetivos pacíficos como la generación de,Irán insiste en que su emisión nuclear es para fines pacíficos,4.4,train,0.8800000000000001
China es una fuerza importante para salvaguardar la paz mundial.,China es una fuerza importante para promover el desarrollo mundial.,3.4,train,0.6799999999999999
China es una fuerza considerable para salvaguardar la paz mundial.,China es una fuerza considerable para ascender el desarrollo mundial.,3.4,train,0.6799999999999999
Catay es una influencia importante para salvaguardar la sosiego mundial.,Canto rodado es una furia crucial para promover el desarrollo mundial.,3.4,train,0.6799999999999999
Corea del Norte niega estar involucrada en cualquier programa nuclear en Siria.,Corea del Norte niega estar involucrada en cualquier proyecto nuclear sirio.,4.4,train,0.8800000000000001
Corea del Norte niega estar involucrada en cualquier programa atómico en Siria.,Corea del Norte niega estar involucrada en cualquier plan nuclear sirio.,4.4,train,0.8800000000000001
Corea del Norte niega estar involucrada en cualquier cartel nuclear en Siria.,Corea del Norte niega estar involucrada en cualquier plan atómico sirio.,4.4,train,0.8800000000000001
un portavoz del día de Stockwell no estaba disponible inmediatamente para,las autoridades chinas no estaban inmediatamente disponibles para hacer comentarios.,1.2,train,0.24
un la portavoz del día de Stockwell no estaba disponible inmediatamente para,las autoridades chinas no estaban inmediatamente disponibles para hacer comentarios.,1.2,train,0.24
kim myong-chol advirtió que si había una interdicción de los buques norcoreanos el gobierno de Corea del Norte tomaría represalias con un ataque con misiles nucleares contra las principales ciudades como Nueva York y Washington.,Kim Myong-chol declaró que Corea del Norte tomaría represalias con un ataque con misiles nucleares contra grandes ciudades como Nueva York y Washington DC.,3.8,train,0.76
kim myongchol advirtió que si había una interdicción de los buques norcoreanos el administración de Corea del Norte tomaría represalias con un golpe con misiles nucleares contra las principales ciudades como Nueva York y President washington.,Kim Myongchol declaró que Corea del Norte tomaría represalias con un ataque con misiles nucleares contra grandes ciudades como Nueva York y Washington DC.,3.8,train,0.76
kim myongchol advirtió que si había una interdicción de los buques norcoreanos el gobierno de Corea del Norte tomaría represalias con un ataque con misiles nucleares contra las principales ciudades como Nueva York y Washington.,Kim Myongchol declaró que Corea del Norte tomaría represalias con un crisis con misiles nucleares contra grandes ciudades como Nueva York y Washington DC.,3.8,train,0.76
Irán es el más prolífico aplicador de la pena de muerte en el mundo después de China.,la república islámica es el aplicador más prolífico de la pena de muerte en el mundo después de china.,3.8,train,0.76
Irán es el más prolífico aplicador de la problema de destrucción en el mundo después de China.,la democracia islámica es el aplicador más prolífico de la problema de destrucción en el mundo después de china comunista.,3.8,train,0.76
Irán es el más prolífico aplicador de la pena de matanza en el creación después de China.,la república islámica es el aplicador más prolífico de la problema de muerte en el mundo después de china.,3.8,train,0.76
John Duncan es el embajador de Gran Bretaña para el control multilateral de armas y el desarme.,en la asamblea de la onu el gobierno chino insta a aumentar los esfuerzos para el control de armas y el desarme mundial.,1.4,train,0.2799999999999999
John Duncan es el embajador de Gran Bretaña para el dominio multilateral de armas y el desarme.,en la convocatoria de la naciones unidas el administración chino insta a aumentar los esfuerzos para el control de armas y el desarme mundial.,1.4,train,0.2799999999999999
John Isadora duncan es el embajador de Gran Bretaña para el control multilateral de armas y el desarme.,en la convocatoria de la naciones unidas el gobierno chino insta a aumentar los esfuerzos para el dominio de armas y el desarme mundial.,1.4,train,0.2799999999999999
el tratado fue enmendado en 1999 tras el colapso de la unión soviética.,el tratado fue enmendado en 1999 para reflejar los cambios ocurridos desde la desintegración de la Unión Soviética.,4.0,train,0.8
el tratado fue enmendado en 1999 tras el colapso de la co soviética.,el convenio fue enmendado en 1999 para hacer un paralelo los cambios ocurridos desde la desintegración de la Unión Soviética.,4.0,train,0.8
el pacto fue enmendado en 1999 tras el colapso de la unión soviética.,el pacto fue enmendado en 1999 para reflejar los cambios ocurridos desde la arrasamiento de la Vínculo Soviética.,4.0,train,0.8
La Cachemira está dividida entre la India y el Pakistán.,La Cachemira es reclamada tanto por la India como por el Pakistán.,4.4,train,0.8800000000000001
Corea del Sur e Israel se oponen a la proliferación de armas de destrucción masiva y a la carrera armamentista.,China se opondrá decididamente a la proliferación de armas de destrucción masiva.,1.4,train,0.2799999999999999
Corea del Sur e Israel se oponen a la proliferación de armas de ruina masiva y a la carrera armamentista.,China se opondrá decididamente a la proliferación de armas de destrucción masiva.,1.4,train,0.2799999999999999
Corea del Sur e Israel se oponen a la proliferación de armas de destrucción masiva y a la carrera armamentista.,China se opondrá decididamente a la proliferación de armas de obliteración masiva.,1.4,train,0.2799999999999999
kadhafi advierte que el hecho de que nosotros y Gran Bretaña no compensemos a Libia por el desarme nuclear disuadirá a Irán y Corea del Norte de desarmarse.,El hecho de que los países occidentales no compensen suficientemente a Libia disuadirá a Irán y Corea del Norte de desarmarse.,3.4,train,0.6799999999999999
kadhafi advierte que el hecho de que nosotros y Gran Bretaña no compensemos a Libia por el desarme atómico disuadirá a Irán y Corea del Norte de desarmarse.,El hecho de que los países occidentales no compensen suficientemente a Libia disuadirá a Irán y Corea del Norte de desarmarse.,3.4,train,0.6799999999999999
Rusia ratificó el tratado enmendado.,Rusia ratificó el tratado actualizado en 2004.,3.4,train,0.6799999999999999
Rusia ratificó el tratado internacional enmendado.,Rusia ratificó el acuerdo actualizado en 2004.,3.4,train,0.6799999999999999
un personal de 30 especialistas realizará investigaciones y capacitación sobre la guerra cibernética y estará preparado para ayudar a los miembros de la otan a responder a cualquier ataque cibernético futuro.,un equipo de 30 especialistas llevará a cabo la investigación y la formación sobre la guerra cibernética.,3.4,train,0.6799999999999999
un plantilla de 30 especialistas realizará investigaciones y capacitación sobre la guerra cibernética y estará preparado para auxilio a los miembros de la otan a responder a cualquier asalto cibernético futuro.,un equipamiento de 30 especialistas llevará a cabo la exploración y la formación sobre la guerra cibernética.,3.4,train,0.6799999999999999
un plantilla de 30 especialistas realizará investigaciones y capacitación sobre la guerra cibernética y estará preparado para ayudar a los miembros de la otan a responder a cualquier ictus cibernético aún no nacido.,un equipamiento de 30 especialistas llevará a final la investigación y la formación sobre la guerra cibernética.,3.4,train,0.6799999999999999
El ala juvenil de Jamaat-i-islami organizó una manifestación separada en Cachemira.,La manifestación del ala juvenil de Jamaat-i-islami fue contra un ataque de los EE.UU. a Irak.,3.0,train,0.6
El facción juvenil de Jamaat-i-islami organizó una reflejo separada en Cachemira.,La manifestación del ala juvenil de Jamaat-i-islami fue contra un ataque de los ESTADOS UNIDOS a Irak.,3.0,train,0.6
El alero juvenil de Jamaat-i-islami organizó una afirmación separada en Cachemira.,La manifestación del ala juvenil de Jamaatiislami fue contra un rapto de los GOBIERNO DE EEUU a Irak.,3.0,train,0.6
Irán es el más prolífico aplicador de la lástima de muerte en el humanidad después de China.,la país islámica es el aplicador más prolífico de la pena de destrucción en el mundo después de china.,3.8,train,0.76
Irán es el más prolífico aplicador de la pena de desaparición en el universo después de China.,la democracia islámica es el aplicador más prolífico de la desgracia de tránsito en el naturaleza después de china.,3.8,train,0.76
China se opondrá resueltamente a los medios de entrega de armas de destrucción masiva.,China siempre se ha opuesto a la proliferación de armas de destrucción masiva.,4.4,train,0.8800000000000001
Rpc se opondrá resueltamente a los medios de presentación de armas de final masiva.,China siempre se ha opuesto a la proliferación de armas de ruina masiva.,4.4,train,0.8800000000000001
China se opondrá resueltamente a los medios de entrega de armas de destrucción masiva.,China siempre se ha opuesto a la proliferación de armas de muerte masiva.,4.4,train,0.8800000000000001
una ruptura del orden en China llevará a una importante agitación mundial.,una ruptura del orden en China será peor que en Afganistán o Yugoslavia.,3.4,train,0.6799999999999999
una agitación del mandato en China llevará a una importante follón mundial.,una ruptura del disposición en Canto rodado será peor que en Afganistán o Yugoslavia.,3.4,train,0.6799999999999999
una ruptura del orden en China llevará a una crucial agitación mundial.,una conmoción del requisitoria en Rpc será peor que en Afganistán o Yugoslavia.,3.4,train,0.6799999999999999
Corea del Norte ha afirmado tener ambiciones nucleares y actualmente se informa de que tiene misiles dirigidos a Japón.,Corea del Norte se ha jactado de sus ambiciones nucleares y ahora se informa que tiene misiles entrenados en,4.0,train,0.8
abuja es la capital de,Tskhinvali es la capital de Georgia.,0.8,train,0.16
abuja es la capital de,Tskhinvali es la washington de Georgia.,0.8,train,0.16
el gobierno de los estados unidos ha acusado al gobierno iraní de intentar desarrollar armas nucleares bajo la cobertura de un programa nuclear civil.,los eeuu y sus aliados han acusado a irán de intentar desarrollar armas nucleares bajo el disfraz de un programa nuclear civil.,4.6,train,0.92
el administración de los estados unidos ha acusado al autoridad iraní de intentar iniciar armas nucleares bajo la cobertura de un programa nuclear civil.,los gobierno de eeuu y sus aliados han acusado a irán de intentar hacer disponible armas nucleares bajo el disfraz de un programa nuclear cívico.,4.6,train,0.92
el autoridad de los estados unidos ha acusado al régimen iraní de buscar producir armas nucleares bajo la cobertura de un syllabus nuclear civil.,los estados unidos y sus aliados han acusado a irán de pretender desarrollar armas nucleares bajo el disfraz de un currículo atómico cívico.,4.6,train,0.92
Tirana es la capital de,abuja es la capital de,1.0,train,0.2
Tirana es la participación de,abuja es la washington de,1.0,train,0.2
"en un enfrentamiento armado la policía iraní mató a 4 presuntos traficantes de drogas, arrestó a 2 y se incautó de casi 5 toneladas métricas de opio y morfina.","durante los enfrentamientos armados en el sudeste de irán la policía se incautó de casi 5 toneladas métricas (5,5 toneladas) de opio y morfina.",3.2,train,0.64
"en un enfrentamiento armado la policía iraní mató a 4 presuntos traficantes de drogas, arrestó a 2 y se incautó de casi 5 toneladas métricas de opio y morfina.",durante los enfrentamientos armados en el sudeste de irán la agente se incautó de casi 5 toneladas métricas (55 toneladas) de opio y morfina.,3.2,train,0.64
Los proyectos nucleares de Irán son para fines pacíficos.,Irán insiste en que su programa nuclear es para fines pacíficos,3.6,train,0.72
Los proyectos nucleares de Irán son para fines pacíficos.,Irán insiste en que su syllabus nuclear es para fines pacíficos,3.6,train,0.72
Los proyectos nucleares de Irán son para fines pacíficos.,Irán insiste en que su plan nuclear es para fines pacíficos,3.6,train,0.72
China se opondrá decididamente a la proliferación de armas de destrucción masiva.,China se opondrá resueltamente a los medios de entrega de armas de destrucción masiva.,4.2,train,0.8400000000000001
Guijarro se opondrá decididamente a la proliferación de armas de destrucción masiva.,Rpc se opondrá resueltamente a los medios de entrega de armas de obliteración masiva.,4.2,train,0.8400000000000001
China se opondrá decididamente a la proliferación de armas de destrucción masiva.,República popular china se opondrá resueltamente a los medios de entrega de armas de destrucción masiva.,4.2,train,0.8400000000000001
China es el aliado más cercano de Corea del Norte.,Corea del Norte es un estado solitario.,1.2,train,0.24
China continental es el aliado más íntimo de Corea del Norte.,Corea del Norte es un estado solitario.,1.2,train,0.24
China comunista es el aliado más íntimo de Corea del Norte.,Corea del Norte es un estado solitario.,1.2,train,0.24
el ministro de relaciones exteriores de libia abdel rahman shalgam visitó londres durante la primera visita de un ministro de relaciones exteriores de libia desde 1969.,La visita de Shalgam a Londres es la primera de un ministro libio desde 1969.,4.2,train,0.8400000000000001
el ministro de relaciones exteriores de libia abdel rahman shalgam visitó londres durante la primera estancia de un ministro de relaciones exteriores de libia desde 1969.,La estancia de Shalgam a Londres es la primera de un ministro libio desde 1969.,4.2,train,0.8400000000000001
el ministro de relaciones exteriores de libia abdel rahman shalgam visitó londres durante la primera compañía de un ministro de relaciones exteriores de libia desde 1969.,La compañía de Shalgam a Londres es la primera de un ministro libio desde 1969.,4.2,train,0.8400000000000001
Goff declaró que esto representa una gran amenaza para la seguridad mundial.,presenta una gran amenaza para la seguridad mundial.,3.6,train,0.72
Goff declaró que esto representa una gran aviso para la convicción mundial.,presenta una gran amenaza para la seguridad mundial.,3.6,train,0.72
camboya y vietnam finalizaron un acuerdo para detener a los traficantes de drogas asiáticos y europeos.,funcionarios sirios y rusos firmaron un acuerdo de cooperación en la lucha contra el tráfico de drogas.,2.0,train,0.4
camboya y annam finalizaron un acuerdo para clavar a los traficantes de drogas asiáticos y europeos.,funcionarios sirios y rusos firmaron un acuerdo de colaboración en la pelea contra el tráfico de drogas.,2.0,train,0.4
camboya y vietnam finalizaron un acuerdo para detener a los traficantes de drogas asiáticos y europeos.,funcionarios sirios y rusos firmaron un acuerdo de cooperación en la agarre contra el venta de drogas.,2.0,train,0.4
Los activistas han declarado que Rusia está encarcelando a personas sin pruebas de actividad ilegal.,Rusia encarcela a las personas sin pruebas de actividad ilegal.,4.2,train,0.8400000000000001
Los activistas han declarado que Rusia está encarcelando a pueblo sin pruebas de energía ilegal.,Rusia encarcela a las personas sin pruebas de animación ilegal.,4.2,train,0.8400000000000001
Los activistas han declarado que Rusia está encarcelando a gente sin pruebas de actividad ilegal.,Rusia encarcela a las pueblo sin pruebas de energía ilegal.,4.2,train,0.8400000000000001
La contención de los grupos extremistas es cada vez más difícil debido a la forma en que se financian los grupos.,Bruguiere declaró... restringir a los grupos extremistas particularmente en toda Europa se estaba volviendo cada vez más difícil por la forma en que se financian los grupos.,3.8,train,0.76
La contención de los grupos extremistas es cada vez más duro debido a la forma en que se financian los grupos.,Bruguiere declaró... limitar a los grupos extremistas particularmente en toda Europa se estaba volviendo cada vez más difícil por la expresión en que se financian los grupos.,3.8,train,0.76
La contención de los grupos extremistas es cada vez más duro debido a la contorno en que se financian los grupos.,Bruguiere declaró... restringir a los grupos extremistas particularmente en toda Europa se estaba volviendo cada vez más difícil por la forma en que se financian los grupos.,3.8,train,0.76
Zabol es un pueblo en el sudeste de Irán.,khoramabad es una ciudad en el oeste de Irán.,1.2,train,0.24
Zabol es un localidad en el sudeste de Irán.,khoramabad es una ciudad en el oeste de Irán.,1.2,train,0.24
"detenidos para ser acusados de homicidio, colaboración delictiva, secuestro y financiación del terrorismo, e incluye a miembros del ejército y la policía.","iguaran declaró que los detenidos serán acusados de homicidio, colaboración criminal, secuestro y financiación del terrorismo.",3.25,train,0.65
"detenidos para ser acusados de asesinato mafioso, traición delictiva, secuestro y financiación del terrorismo, e incluye a miembros del ejército y la policía.","iguaran declaró que los detenidos serán acusados de asesinato mafioso, traición criminal, secuestro y financiación del terrorismo.",3.25,train,0.65
las barras existentes podrían producir 3-6 bombas atómicas en 6-8 meses.,Los expertos afirmaron que las barras podían producir 3-6 bombas atómicas en 6-8 meses.,4.2,train,0.8400000000000001
las barras existentes podrían pagar 3-6 bombas atómicas en 6-8 meses.,Los expertos afirmaron que las barras podían producir 36 bombas atómicas en 6-8 meses.,4.2,train,0.8400000000000001
las barras existentes podrían producir 36 bombas atómicas en 6-8 meses.,Los expertos afirmaron que las barras podían producir 36 bombas atómicas en 68 meses.,4.2,train,0.8400000000000001
el organismo internacional de energía atómica puede haber sido engañado porque estaba ansioso por un trato.,el plan del Organismo Internacional de Energía Atómica lleva las negociaciones durante muchos meses.,2.4,train,0.48
el ser vivo internacional de energía atómica puede haber sido engañado porque estaba ansioso por un operación comercial.,el plan del Organismo Internacional de Energía Atómica lleva las negociaciones durante muchos meses.,2.4,train,0.48
el organismo internacional de energía atómica puede haber sido engañado porque estaba ansioso por un trato.,el estrategia del Ser vivo Internacional de Energía Atómica lleva las negociaciones durante muchos meses.,2.4,train,0.48
el gobierno de myanmar ha declarado que myanmar estará libre de opio para 2014.,el gobierno de myanmar declaró que myanmar está en camino de estar libre de drogas para 2014.,4.6,train,0.92
el autoridad de myanmar ha declarado que myanmar estará libre de opio para 2014.,el gobierno de myanmar declaró que myanmar está en camino de estar libre de drogas para 2014.,4.6,train,0.92
el gobierno de myanmar ha declarado que myanmar estará libre de opio para 2014.,el administración de myanmar declaró que myanmar está en camino de estar libre de drogas para 2014.,4.6,train,0.92
el grupo judío-estadounidense la liga antidifamación (adl) publicó en abril de 2008 anuncios a toda página en periódicos suizos e internacionales en los que se acusaba a suiza de financiar el terrorismo mediante el acuerdo.,"La Liga Antidifamación publicó anuncios de página entera en periódicos suizos e internacionales a principios de abril de 2008, acusando a Suiza de financiar el terrorismo a través del acuerdo.",4.4,train,0.8800000000000001
el banda judíoestadounidense la liga antidifamación (adl) publicó en abril de 2008 anuncios a toda página en periódicos suizos e internacionales en los que se acusaba a suiza de financiar el terrorismo mediante el acuerdo.,"La Liga Antidifamación publicó anuncios de página entera en periódicos suizos e internacionales a principios de abril de 2008, acusando a Suiza de financiar el terrorismo a través del acuerdo.",4.4,train,0.8800000000000001
el círculo judíoestadounidense la liga antidifamación (adl) publicó en abril de 2008 anuncios a toda página en periódicos suizos e internacionales en los que se acusaba a suiza de financiar el terrorismo mediante el acuerdo.,"La Liga Antidifamación publicó anuncios de página entera en periódicos suizos e internacionales a principios de abril de 2008, acusando a Suiza de financiar el terrorismo a través del acuerdo.",4.4,train,0.8800000000000001
"Francia proporciona los cohetes, las armas y los motores.",Gran Bretaña proporciona tanques de combustible y cajas de cambio.,1.8,train,0.36
"Los delitos capitales en Arabia Saudita incluyen la violación, el asesinato, la apostasía, el robo a mano armada y el tráfico de drogas.","Los delitos capitales en Irán incluyen el asesinato, la violación, el robo a mano armada, el tráfico grave de drogas y el adulterio.",3.2,train,0.64
"Los delitos capitales en Arabia Saudita incluyen la infracción, el homicidio, la apostasía, el robo a palma armada y el tránsito de drogas.","Los delitos capitales en Irán incluyen el asesinato mafioso, la violación, el sustracción a aplicación armada, el circulación grave de drogas y el conversación criminal.",3.2,train,0.64
"Los delitos capitales en Arabia Saudita incluyen la violación, el golpe, la apostasía, el robo a capa armada y el tráfico de drogas.","Los delitos capitales en Irán incluyen el asesinato, la ofensa, el saqueo a mano armada, el circulación crítico de drogas y el fornicación.",3.2,train,0.64
Bae Systems es la mayor empresa de defensa del Reino Unido.,bae systems es el mayor sistema militar del Reino Unido,3.4,train,0.6799999999999999
Bae Systems es la mayor sociedad de defensa del Reino Apegado.,bae systems es el mayor disposición militar del Reino Apegado,3.4,train,0.6799999999999999
Bae Systems es la mayor empresa de apología del Soberanía Apegado.,bae systems es el mayor sistema militar del Reino Apegado,3.4,train,0.6799999999999999
Lavrov nos ha dicho a la Secretaria de Estado Condoleezza Rice que Rusia sigue abierta al diálogo.,"La Secretaria de Estado de los Estados Unidos, Condoleezza Rice, exigió a Rusia que retirara sus fuerzas.",2.8,train,0.5599999999999999
Lavrov nos ha dicho a la Secretaria de Estado Condoleezza Rice que Rusia sigue no cercado al diálogo.,"La Secretaria de Estado de los Estados Unidos, Condoleezza Elmer reizenstein, exigió a Rusia que retirara sus fuerzas.",2.8,train,0.5599999999999999
Lavrov nos ha dicho a la Secretaria de Estado Condoleezza Elmer reizenstein que Rusia sigue no cercado al diálogo.,"La Secretaria de Estado de los Estados Unidos, Condoleezza Elmer rice, exigió a Rusia que retirara sus fuerzas.",2.8,train,0.5599999999999999
Otras personas y entidades están sujetas a la congelación de activos.,la resolución incluye una lista ampliada de personas y entidades sujetas a la congelación de activos.,3.8,train,0.76
Otras pueblo y entidades están sujetas a la congelación de activos.,la resolución incluye una relación ampliada de gente y entidades sujetas a la congelación de activos.,3.8,train,0.76
Otras personas y entidades están sujetas a la congelación de activos.,la acuerdo incluye una relación ampliada de personas y entidades sujetas a la congelación de activos.,3.8,train,0.76
La retirada del tratado permitiría a Rusia reforzar sus fuerzas cerca de las fronteras rusas.,La retirada del tratado de fuerzas convencionales en Europa permitiría a Rusia reforzar sus fuerzas cerca de las fronteras rusas.,3.4,train,0.6799999999999999
La retroceso del tratado permitiría a Rusia reforzar sus fuerzas cerca de las fronteras rusas.,La retroceso del tratado de fuerzas convencionales en Europa permitiría a Rusia reforzar sus fuerzas cerca de las fronteras rusas.,3.4,train,0.6799999999999999
Fan declaró que la comisión se preocupa principalmente por el plazo de las futuras inversiones en Taiwán.,Fan declaró que la comisión se asegurará de que los compromisos se mantengan una vez que las inversiones estén en marcha.,1.8,train,0.36
Aficionado declaró que la comisión se preocupa principalmente por el letra de las futuras inversiones en Taiwán.,Fanático declaró que la comisión se asegurará de que los compromisos se mantengan una vez que las inversiones estén en marcha.,1.8,train,0.36
Aficionado declaró que la comité se preocupa principalmente por el plazo de las futuras inversiones en Taiwán.,Fan declaró que la delegación se asegurará de que los compromisos se mantengan una vez que las inversiones estén en animación.,1.8,train,0.36
"El portavoz del Gobierno, Sr. Maseko, declaró que si los documentos administrativos están en regla, el Gobierno de Sudáfrica no puede intervenir para impedir que se transporten armas a través de su territorio a un país vecino sin litoral.","El portavoz Themba Maseko declaró que mientras los documentos administrativos estén en orden, Sudáfrica no puede intervenir para impedir que se transporten armas a través del territorio sudafricano a Zimbabwe.",2.8,train,0.5599999999999999
